Distrito Geografico,Nombre Escuela,Tipo de Proyecto,Descripción del Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Cantidad Real Gastada,Duración Proyectada,Duración Real,Retraso,Desviación Presupuestaria
5,P.S. 125 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,Complete,210000,201151.0,197604.0,141.0,292.0,151.0,-5.9
5,P.S. 125 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,Complete,3080000,2486645.0,2167343.0,419.0,419.0,0.0,-29.63
5,P.S. 125 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM,F&E",Complete,210000,427839.0,424558.0,419.0,419.0,0.0,102.17
5,P.S. 125 - MANHATTAN,SCA CIP RESOA,FY23 RESO A CAFETERIA UPGRADE,Design,Complete,32379,33860.0,31991.0,139.0,214.0,75.0,-1.2
5,P.S. 125 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A POOL UPGRADE,Scope,Complete,504,504.0,504.0,91.0,219.0,128.0,0.0
5,P.S. 129 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,297170,319630.0,319592.0,141.0,71.0,-70.0,7.55
5,P.S. 129 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,1485850,987782.0,865879.0,152.0,804.0,652.0,-41.73
5,P.S. 129 - MANHATTAN,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / ELECTRICAL SERVICE UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,Complete,302501,213901.0,198364.0,150.0,234.0,84.0,-34.43
5,P.S. 129 - MANHATTAN,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / ELECTRICAL SERVICE UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEMS,Design,Complete,1512501,680747.0,549024.0,209.0,141.0,-68.0,-63.7
5,P.S. 133 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,119803,137290.0,137290.0,182.0,142.0,-40.0,14.6
5,P.S. 133 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,599020,583876.0,567157.0,232.0,161.0,-71.0,-5.32
5,MOTT HALL HS - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Scope,Complete,9700,25020.0,25020.0,256.0,52.0,-204.0,157.94
5,MOTT HALL HS - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Design,Complete,43650,92780.0,92780.0,274.0,274.0,0.0,112.55
5,MOTT HALL HS - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Construction,Complete,562600,513460.0,470616.0,364.0,638.0,274.0,-16.35
5,MOTT HALL HS - MANHATTAN,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,"CM,F&E",Complete,104275,80959.0,79546.0,364.0,638.0,274.0,-23.72
5,MOTT HALL HS - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,3269,4468.0,4468.0,120.0,23.0,-97.0,36.68
5,MOTT HALL HS - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,14710,17872.0,17872.0,180.0,180.0,0.0,21.5
5,P.S. 154 - MANHATTAN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,16053,11876.0,11876.0,141.0,97.0,-44.0,-26.02
5,P.S. 154 - MANHATTAN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,72239,47500.0,47500.0,188.0,202.0,14.0,-34.25
5,P.S. 154 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4105,780.0,780.0,123.0,4.0,-119.0,-81.0
5,P.S. 161 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4900,3119.0,3119.0,126.0,14.0,-112.0,-36.35
5,P.S. 161 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,22050,12473.0,12473.0,181.0,90.0,-91.0,-43.43
5,P.S. 175 HENRY H GARNET - M,SCA CIP,CHARTER MATCH AUDITORIUM UPGRADE / PATH OF TRAVEL CHARTER MATCH AUDITORIUM UPGRADE,Scope,Complete,23406,27334.0,27334.0,253.0,248.0,-5.0,16.78
5,P.S. 175 HENRY H GARNET - M,SCA CIP,CHARTER MATCH AUDITORIUM UPGRADE / PATH OF TRAVEL CHARTER MATCH AUDITORIUM UPGRADE,Design,Complete,116471,119350.0,96158.0,147.0,181.0,34.0,-17.44
5,NEW DESIGN MIDDLE SCHOOL - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,8380,15725.0,15725.0,119.0,82.0,-37.0,87.65
5,NEW DESIGN MIDDLE SCHOOL - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,37710,48107.0,41712.0,183.0,126.0,-57.0,10.61
5,P.S. 197 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,Complete,210430,165632.0,147935.0,138.0,202.0,64.0,-29.7
5,P.S. 197 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,Design,Complete,1052150,438769.0,384969.0,170.0,338.0,168.0,-63.41
5,P.S. 197 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3126,602.0,602.0,123.0,3.0,-120.0,-80.74
5,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / WINDOWS / ELECTRICAL UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,Complete,658414,42093.0,29231.0,150.0,290.0,140.0,-95.56
5,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / WINDOWS / ELECTRICAL UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEMS,Design,Complete,3072595,1015773.0,38003.0,215.0,226.0,11.0,-98.76
5,HARLEM RENAISSANCE HS - M,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,80048,192462.0,189360.0,136.0,241.0,105.0,136.56
5,HARLEM RENAISSANCE HS - M,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,395977,291360.0,253117.0,153.0,96.0,-57.0,-36.08
5,THURGOOD MARSHALL ACADEMY - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3672,2315.0,2315.0,123.0,24.0,-99.0,-36.96
5,THURGOOD MARSHALL ACADEMY - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,16523,9259.0,9259.0,181.0,69.0,-112.0,-43.96
6,P.S. 5 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4635,2671.0,2671.0,123.0,12.0,-111.0,-42.37
6,P.S. 5 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,20855,10684.0,10684.0,177.0,161.0,-16.0,-48.77
6,P.S. 8 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY,Scope,Complete,18414,20374.0,2452.0,135.0,155.0,20.0,-86.68
6,P.S. 28 - MANHATTAN,SCA CIP,WATER INFILTRATION INTO ELECTRCIAL EQUIPMENT / FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,20595,14061.0,14061.0,136.0,111.0,-25.0,-31.73
6,P.S. 28 - MANHATTAN,SCA CIP,WATER INFILTRATION INTO ELECTRCIAL EQUIPMENT / FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,97886,82623.0,80579.0,154.0,151.0,-3.0,-17.68
6,P.S. 48 - MANHATTAN,SCA CIP,CERTIFICATE OF OCCUPANCY,Scope,Complete,18951,131283.0,131283.0,92.0,415.0,323.0,592.75
6,P.S. 48 - MANHATTAN,SCA CIP,CERTIFICATE OF OCCUPANCY,Design,Complete,75804,106822.0,105493.0,188.0,196.0,8.0,39.17
6,P.S. 48 - MANHATTAN,SCA CIP,FIRE ALARM / ELECTRIFICATION/HEAT PUMP SYSTEMS / WINDOWS / ELECTRICAL SERVICE UPGRADE,Scope,Complete,457850,303629.0,31818.0,119.0,252.0,133.0,-93.05
6,P.S. 48 - MANHATTAN,SCA CIP,FIRE ALARM / ELECTRIFICATION/HEAT PUMP SYSTEMS / WINDOWS / ELECTRICAL SERVICE UPGRADE,Design,Complete,2289250,1277743.0,524211.0,215.0,217.0,2.0,-77.1
6,P.S. 48 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,4907,3287.0,3287.0,121.0,13.0,-108.0,-33.01
6,J.H.S. 52 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,2596,12332.0,12332.0,121.0,28.0,-93.0,375.04
6,J.H.S. 52 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,11682,49340.0,49340.0,182.0,141.0,-41.0,322.36
6,J.H.S. 52 - MANHATTAN,SCA CIP,EXTERIOR MASONRY / ROOFS / WINDOWS / PARAPETS / FLOOD ELIMINATION,Scope,Complete,236686,237547.0,165367.0,137.0,285.0,148.0,-30.13
6,I.S. 324 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,12972,19332.0,19332.0,120.0,68.0,-52.0,49.03
6,I.S. 324 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,58374,67674.0,51390.0,183.0,122.0,-61.0,-11.96
6,I.S. 319 - MANHATTAN,SCA CIP,COVID VENTILATION / LOW VOLTAGE ELECTRICAL SYSTEM / COVID CLIMATE CONTROL / EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / SITE WORK / REINFORCING SUPPORT ELEMENTS,Scope,Complete,338022,430382.0,402001.0,812.0,750.0,-62.0,18.93
6,I.S. 319 - MANHATTAN,SCA CIP,COVID VENTILATION / LOW VOLTAGE ELECTRICAL SYSTEM / COVID CLIMATE CONTROL / EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / SITE WORK / REINFORCING SUPPORT ELEMENTS,Design,Complete,1684198,1124880.0,881852.0,258.0,220.0,-38.0,-47.64
6,P.S. 210 - MANHATTAN,SCA CIP,ROOFS,Scope,Complete,22378,55044.0,52372.0,135.0,236.0,101.0,134.03
6,P.S. 210 - MANHATTAN,SCA CIP,ROOFS,Design,Complete,111889,107390.0,74180.0,156.0,148.0,-8.0,-33.7
6,P.S. 98 - MANHATTAN,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,21522,84678.0,84596.0,90.0,85.0,-5.0,293.07
6,P.S. 98 - MANHATTAN,SCA CIP,PATH OF TRAVEL-OTHER TEMP STRUCTURE REMOVAL,Scope,Complete,3784,1335.0,1335.0,92.0,107.0,15.0,-64.72
6,P.S. 115 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ELECTRICAL UPGRADE,Scope,Complete,93227,167844.0,151172.0,136.0,199.0,63.0,62.15
6,P.S. 115 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ELECTRICAL UPGRADE,Design,Complete,466141,340471.0,313762.0,153.0,119.0,-34.0,-32.69
6,P.S. 115 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,71574,88916.0,88916.0,155.0,485.0,330.0,24.23
6,P.S. 115 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,357872,267873.0,238537.0,187.0,242.0,55.0,-33.35
6,P.S. 132 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID ELECTRICAL SYSTEM UPGRADE / COVID FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,120420,129719.0,129719.0,111.0,336.0,225.0,7.72
6,P.S. 132 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID ELECTRICAL SYSTEM UPGRADE / COVID FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,595229,426281.0,320906.0,175.0,274.0,99.0,-46.09
6,P.S. 132 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3589,28.0,28.0,121.0,6.0,-115.0,-99.22
6,P.S. 132 - MANHATTAN,SCA CIP,DEFECTIVE WROUGHT IRON FENCE & HANDRAILS / FY16 RESO A PLAYGROUND REDEVELOPMENT / WATER INFILTRATION / BOILER REPAIR / RPZ BACKFLOW PREVENTION DEVICES,Scope,Complete,157058,158822.0,158822.0,1032.0,987.0,-45.0,1.12
6,P.S. 132 - MANHATTAN,SCA CIP,DEFECTIVE WROUGHT IRON FENCE & HANDRAILS / FY16 RESO A PLAYGROUND REDEVELOPMENT / WATER INFILTRATION / BOILER REPAIR / RPZ BACKFLOW PREVENTION DEVICES,Design,Complete,635343,1229645.0,1100297.0,152.0,103.0,-49.0,73.18
6,I.S. 143 - MANHATTAN,SCA CIP,FACADE REMEDIATION @ M143 / WINDOWS,Scope,Complete,256450,149324.0,149324.0,138.0,130.0,-8.0,-41.77
6,I.S. 143 - MANHATTAN,SCA CIP,FACADE REMEDIATION @ M143 / WINDOWS,Design,Complete,1282250,1040643.0,615253.0,169.0,161.0,-8.0,-52.02
6,I.S. 143 - MANHATTAN,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / ELECTRICAL SERVICE UPGRADE / LIGHTING UPGRADE,Scope,Complete,371903,251567.0,251567.0,152.0,179.0,27.0,-32.36
6,I.S. 143 - MANHATTAN,SCA CIP,WATER MAIN / BACKFLOW PREVENTION / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,31096,34530.0,34530.0,182.0,331.0,149.0,11.04
6,I.S. 143 - MANHATTAN,SCA CIP,WATER MAIN / BACKFLOW PREVENTION / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,147389,140228.0,140228.0,252.0,217.0,-35.0,-4.86
6,P.S. 152 - MANHATTAN,SCA CIP,PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL PLAYGROUND REDEVELOPMENT,Scope,Complete,84575,79488.0,79488.0,91.0,106.0,15.0,-6.01
6,P.S. 152 - MANHATTAN,SCA CIP,PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL PLAYGROUND REDEVELOPMENT,Design,Complete,342970,342970.0,318240.0,141.0,195.0,54.0,-7.21
6,P.S. 152 - MANHATTAN,SCA CIP,NYS AUDITORIUM UPGRADE,Scope,Complete,14579,22049.0,22049.0,126.0,706.0,580.0,51.24
6,P.S. 152 - MANHATTAN,SCA CIP,NYS AUDITORIUM UPGRADE,Design,Complete,72894,85968.0,79267.0,157.0,253.0,96.0,8.74
6,P.S. 152 - MANHATTAN,SCA CIP,PATH OF TRAVEL NYS AUDITORIUM UPGRADE,Scope,Complete,18526,18526.0,18526.0,94.0,206.0,112.0,0.0
6,P.S. 152 - MANHATTAN,SCA CIP,PATH OF TRAVEL NYS AUDITORIUM UPGRADE,Design,Complete,5436,5436.0,5436.0,122.0,649.0,527.0,0.0
6,P.S. 152 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / EMERGENCY GENERATOR / FLOOD ELIMINATION,Scope,Complete,229330,246882.0,240247.0,139.0,118.0,-21.0,4.76
6,P.S. 152 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / EMERGENCY GENERATOR / FLOOD ELIMINATION,Design,Complete,1131307,404092.0,395914.0,229.0,183.0,-46.0,-65.0
6,P.S. 152 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,10634,17749.0,17686.0,122.0,100.0,-22.0,66.32
6,P.S. 152 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,47852,44868.0,44868.0,153.0,176.0,23.0,-6.24
6,P.S. 152 - MANHATTAN,SCA CIP RESOA,FY24 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,27000,18005.0,18005.0,180.0,137.0,-43.0,-33.31
6,I.S. 328 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,77350,143338.0,143338.0,139.0,288.0,149.0,85.31
6,I.S. 328 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,386750,346454.0,305705.0,155.0,135.0,-20.0,-20.96
6,I.S. 328 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADES / PATH OF TRAVEL SCIENCE LAB UPGRADE,Scope,Complete,15192,48889.0,48889.0,275.0,351.0,76.0,221.81
6,I.S. 328 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADES / PATH OF TRAVEL SCIENCE LAB UPGRADE,Design,Complete,74053,64103.0,56250.0,127.0,191.0,64.0,-24.04
6,P.S. 173 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS,Scope,Complete,165873,150089.0,150087.0,137.0,95.0,-42.0,-9.52
6,P.S. 173 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS,Design,Complete,652179,584627.0,529862.0,152.0,56.0,-96.0,-18.76
6,P.S. 311 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,10620,16346.0,13367.0,122.0,108.0,-14.0,25.87
6,P.S. 311 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,47790,64196.0,54116.0,151.0,177.0,26.0,13.24
6,P.S. 314 - MANHATTAN,SCA CIP,PARAPETS / FY20 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY,Scope,Complete,68580,95630.0,95630.0,747.0,819.0,72.0,39.44
6,P.S. 314 - MANHATTAN,SCA CIP,PARAPETS / FY20 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY,Design,Complete,326100,298937.0,276308.0,135.0,189.0,54.0,-15.27
6,P.S. 311 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3660,5349.0,5349.0,121.0,8.0,-113.0,46.15
6,P.S. 311 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,16470,21397.0,21397.0,181.0,182.0,1.0,29.91
6,P.S. 187 - MANHATTAN,SCA CIP RESOA,FY17 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,Complete,104838,104838.0,99073.0,494.0,761.0,267.0,-5.5
6,P.S. 187 - MANHATTAN,SCA CIP RESOA,FY17 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,Complete,142866,142866.0,79738.0,61.0,258.0,197.0,-44.19
6,P.S. 187 - MANHATTAN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,Complete,113541,57591.0,52776.0,126.0,84.0,-42.0,-53.52
6,P.S. 189 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND,Scope,Complete,185319,256806.0,256760.0,137.0,72.0,-65.0,38.55
6,P.S. 189 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND,Design,Complete,735179,1185363.0,933574.0,152.0,78.0,-74.0,26.99
6,P.S. 192 - MANHATTAN,SCA CIP,EXTERIOR STAIRS / PAVED AREAS - CONCRETE / NON-TCU TEMPORARY REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,37500,133176.0,118997.0,937.0,956.0,19.0,217.33
6,P.S. 192 - MANHATTAN,SCA CIP,EXTERIOR STAIRS / PAVED AREAS - CONCRETE / NON-TCU TEMPORARY REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,186383,289250.0,197228.0,139.0,206.0,67.0,5.82
6,HAMILTON GRANGE MIDDLE SCHOOL,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Design,Complete,14461,54518.0,48571.0,156.0,150.0,-6.0,235.88
6,I.S. 293 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ELECTRIFICATION/HEAT PUMP SYSTEMS / EXTERIOR MASONRY / PARAPETS / ROOFS / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SERVICE UPGRADE / WINDOWS / LIGHTING UPGRADE,Scope,Complete,673976,953582.0,669935.0,502.0,602.0,100.0,-0.6
6,I.S. 293 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ELECTRIFICATION/HEAT PUMP SYSTEMS / EXTERIOR MASONRY / PARAPETS / ROOFS / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SERVICE UPGRADE / WINDOWS / LIGHTING UPGRADE,Design,Complete,3365191,1695891.0,1679351.0,153.0,75.0,-78.0,-50.1
6,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,WATER MAIN- BACKFLOW ISSUE,Scope,Complete,26700,70204.0,70204.0,3.0,10.0,7.0,162.94
6,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,WATER MAIN- BACKFLOW ISSUE,Design,Complete,97900,132798.0,124219.0,281.0,321.0,40.0,26.88
6,GEORGE WASHINGTON CAMPUS YABC,SCA CIP,COLLAPSED RETAINING WALL,Scope,Complete,27662,126860.0,126860.0,120.0,126.0,6.0,358.61
6,GEORGE WASHINGTON CAMPUS YABC,SCA CIP,COLLAPSED RETAINING WALL,Design,Complete,138310,310782.0,24743.0,154.0,527.0,373.0,-82.11
6,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,WINDOWS / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,564406,471256.0,471256.0,140.0,140.0,0.0,-16.5
6,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,WINDOWS / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,2257620,1196023.0,1024916.0,153.0,41.0,-112.0,-54.6
6,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SCIENCE LAB,Scope,Complete,57240,124249.0,106234.0,137.0,650.0,513.0,85.59
6,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SCIENCE LAB,Design,Complete,286200,464066.0,412376.0,186.0,343.0,157.0,44.09
6,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SWIMMING POOLS / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,216730,202664.0,202664.0,2207.0,2204.0,-3.0,-6.49
6,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SWIMMING POOLS / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,1083650,1126786.0,1033140.0,157.0,589.0,432.0,-4.66
6,P.S./I.S. @ 3761 10 AVENUE - MANHATTAN,SCA Capacity,NEW SCHOOL,Scope,Complete,2036860,1480120.0,1444512.0,148.0,148.0,0.0,-29.08
6,P.S./I.S. @ 3761 10 AVENUE - MANHATTAN,SCA Capacity,NEW SCHOOL,Design,Complete,9165870,5472738.0,5142063.0,215.0,224.0,9.0,-43.9
6,P.S./I.S. @ 3761 10 AVENUE - MANHATTAN,SCA CIP,DEMOLITION,Design,Complete,86520,141063.0,141063.0,278.0,315.0,37.0,63.04
6,I.S. 528 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5800,7547.0,7547.0,120.0,13.0,-107.0,30.12
6,I.S. 528 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,26100,30192.0,30192.0,182.0,169.0,-13.0,15.68
6,I.S. 528 - MANHATTAN,SCA CIP RESOA,FY20 RESO A PLAYGROUND UPGRADE,Design,Complete,83526,66393.0,65113.0,139.0,196.0,57.0,-22.04
6,P.S. 152 - MANHATTAN,SCA CIP,DEMOLITION OF MINI BUILDING,Scope,Complete,76528,76528.0,76528.0,91.0,106.0,15.0,0.0
6,P.S. 152 - MANHATTAN,SCA CIP,DEMOLITION OF MINI BUILDING,Design,Complete,208701,208701.0,208701.0,141.0,195.0,54.0,0.0
6,I.S. 348 - MANHATTAN,SCA CIP,PUBLIC ADDRESS SYSTEM,Scope,Complete,1584,1037.0,1037.0,91.0,8.0,-83.0,-34.53
6,I.S. 348 - MANHATTAN,SCA CIP,PUBLIC ADDRESS SYSTEM,Design,Complete,7127,4772.0,4147.0,152.0,82.0,-70.0,-41.81
6,GREGORIO LUPERON PREP. SCHOOL - M,SCA CIP,IPDVS FULL CAMERA UPGRADE,Scope,Complete,1477,2955.0,2955.0,120.0,17.0,-103.0,100.07
6,GREGORIO LUPERON PREP. SCHOOL - M,SCA CIP,IPDVS FULL CAMERA UPGRADE,Design,Complete,6646,11817.0,11817.0,176.0,96.0,-80.0,77.81
6,U.F.B.C.O.,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT,Scope,Complete,780,35150.0,35150.0,91.0,121.0,30.0,4406.41
7,P.S. 5 - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS,Scope,Complete,57964,82112.0,82112.0,139.0,160.0,21.0,41.66
7,P.S. 5 - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS,Design,Complete,285806,233037.0,233037.0,154.0,803.0,649.0,-18.46
7,P.S. 5 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3721,9128.0,9128.0,124.0,110.0,-14.0,145.31
7,P.S. 5 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,16744,36511.0,36511.0,178.0,92.0,-86.0,118.05
7,P.S. 18 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,25281,17964.0,17964.0,338.0,218.0,-120.0,-28.94
7,P.S. 18 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,93087,75917.0,71980.0,153.0,15.0,-138.0,-22.67
7,P.S. 25 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,4690,1648.0,1648.0,122.0,14.0,-108.0,-64.86
7,P.S. 25 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,21105,6593.0,6593.0,183.0,99.0,-84.0,-68.76
7,P.S. 277 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,Scope,Complete,115360,98171.0,98171.0,141.0,112.0,-29.0,-14.9
7,P.S. 277 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY,Design,Complete,454495,499266.0,408517.0,152.0,79.0,-73.0,-10.12
7,P.S. 277 - BRONX,SCA CIP,COVID VENTILATION,Scope,Complete,76950,105699.0,105699.0,121.0,336.0,215.0,37.36
7,P.S. 277 - BRONX,SCA CIP,COVID VENTILATION,Design,Complete,384750,375001.0,310720.0,175.0,260.0,85.0,-19.24
7,P.S. 277 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,5200,3620.0,3620.0,122.0,3.0,-119.0,-30.38
